EventName,Lap,Driver,GapToLeader_Secs,Event
Abu Dhabi Grand Prix,23.0,SAR,37.123,
Abu Dhabi Grand Prix,23.0,ZHO,33.806,
Abu Dhabi Grand Prix,23.0,SAI,12.184,
Abu Dhabi Grand Prix,23.0,BOT,21.631,
Abu Dhabi Grand Prix,23.0,MAG,57.731,
Abu Dhabi Grand Prix,24.0,VER,0.0,
Abu Dhabi Grand Prix,24.0,LEC,5.0,
Abu Dhabi Grand Prix,24.0,RUS,6.819,
Abu Dhabi Grand Prix,24.0,PER,13.895,
Abu Dhabi Grand Prix,24.0,NOR,9.746,
Abu Dhabi Grand Prix,24.0,PIA,12.463,
Abu Dhabi Grand Prix,24.0,ALO,13.371,
Abu Dhabi Grand Prix,24.0,TSU,21.198,
Abu Dhabi Grand Prix,24.0,HAM,19.908,
Abu Dhabi Grand Prix,24.0,STR,25.125,
Abu Dhabi Grand Prix,24.0,RIC,19.133,
Abu Dhabi Grand Prix,24.0,OCO,23.58,
Abu Dhabi Grand Prix,24.0,GAS,26.714,
Abu Dhabi Grand Prix,24.0,ALB,36.517,
Abu Dhabi Grand Prix,24.0,HUL,28.972,
Abu Dhabi Grand Prix,24.0,SAR,38.439,
Abu Dhabi Grand Prix,24.0,ZHO,35.47,
Abu Dhabi Grand Prix,24.0,SAI,32.148,
Abu Dhabi Grand Prix,24.0,BOT,24.698,
Abu Dhabi Grand Prix,24.0,MAG,59.886,
Abu Dhabi Grand Prix,25.0,VER,0.0,
Abu Dhabi Grand Prix,25.0,LEC,5.306,
Abu Dhabi Grand Prix,25.0,RUS,6.963,
Abu Dhabi Grand Prix,25.0,PER,14.066,
Abu Dhabi Grand Prix,25.0,NOR,9.982,
Abu Dhabi Grand Prix,25.0,PIA,13.09,
Abu Dhabi Grand Prix,25.0,ALO,14.921,
Abu Dhabi Grand Prix,25.0,TSU,21.901,
Abu Dhabi Grand Prix,25.0,HAM,19.877,
Abu Dhabi Grand Prix,25.0,STR,25.594,
Abu Dhabi Grand Prix,25.0,RIC,20.864,
Abu Dhabi Grand Prix,25.0,OCO,24.517,
Abu Dhabi Grand Prix,25.0,GAS,28.165,
Abu Dhabi Grand Prix,25.0,ALB,37.771,
Abu Dhabi Grand Prix,25.0,HUL,30.439,
Abu Dhabi Grand Prix,25.0,SAR,39.568,
Abu Dhabi Grand Prix,25.0,ZHO,36.764,
Abu Dhabi Grand Prix,25.0,SAI,32.935,
Abu Dhabi Grand Prix,25.0,BOT,27.436,
Abu Dhabi Grand Prix,25.0,MAG,61.077,
Abu Dhabi Grand Prix,26.0,VER,0.0,
Abu Dhabi Grand Prix,26.0,LEC,5.672,
Abu Dhabi Grand Prix,26.0,RUS,7.214,
Abu Dhabi Grand Prix,26.0,PER,14.641,
Abu Dhabi Grand Prix,26.0,NOR,10.001,
Abu Dhabi Grand Prix,26.0,PIA,13.719,
Abu Dhabi Grand Prix,26.0,ALO,15.568,
Abu Dhabi Grand Prix,26.0,TSU,22.336,
Abu Dhabi Grand Prix,26.0,HAM,20.487,
Abu Dhabi Grand Prix,26.0,STR,25.165,
Abu Dhabi Grand Prix,26.0,RIC,23.524,
Abu Dhabi Grand Prix,26.0,OCO,26.221,
Abu Dhabi Grand Prix,26.0,GAS,29.505,
Abu Dhabi Grand Prix,26.0,ALB,38.574,
Abu Dhabi Grand Prix,26.0,HUL,32.594,
Abu Dhabi Grand Prix,26.0,SAR,40.887,
Abu Dhabi Grand Prix,26.0,ZHO,39.354,
Abu Dhabi Grand Prix,26.0,SAI,33.653,
Abu Dhabi Grand Prix,26.0,BOT,30.968,
Abu Dhabi Grand Prix,26.0,MAG,62.387,
Abu Dhabi Grand Prix,27.0,VER,0.0,
Abu Dhabi Grand Prix,27.0,LEC,5.726,
Abu Dhabi Grand Prix,27.0,RUS,7.49,
Abu Dhabi Grand Prix,27.0,PER,14.825,
Abu Dhabi Grand Prix,27.0,NOR,10.325,
Abu Dhabi Grand Prix,27.0,PIA,14.165,
Abu Dhabi Grand Prix,27.0,ALO,16.641,
Abu Dhabi Grand Prix,27.0,TSU,23.122,
Abu Dhabi Grand Prix,27.0,HAM,20.899,
Abu Dhabi Grand Prix,27.0,STR,26.2,
Abu Dhabi Grand Prix,27.0,RIC,25.105,
Abu Dhabi Grand Prix,27.0,OCO,27.643,
Abu Dhabi Grand Prix,27.0,GAS,30.753,
Abu Dhabi Grand Prix,27.0,ALB,40.146,
Abu Dhabi Grand Prix,27.0,HUL,35.523,
Abu Dhabi Grand Prix,27.0,SAR,42.196,
Abu Dhabi Grand Prix,27.0,ZHO,40.817,
Abu Dhabi Grand Prix,27.0,SAI,34.338,
Abu Dhabi Grand Prix,27.0,BOT,33.629,
Abu Dhabi Grand Prix,27.0,MAG,63.922,
Abu Dhabi Grand Prix,28.0,VER,0.0,
Abu Dhabi Grand Prix,28.0,LEC,6.065,
Abu Dhabi Grand Prix,28.0,RUS,7.838,
Abu Dhabi Grand Prix,28.0,PER,14.562,
Abu Dhabi Grand Prix,28.0,NOR,10.577,
Abu Dhabi Grand Prix,28.0,PIA,15.984,
Abu Dhabi Grand Prix,28.0,ALO,17.983,
Abu Dhabi Grand Prix,28.0,TSU,23.797,
Abu Dhabi Grand Prix,28.0,HAM,21.373,
Abu Dhabi Grand Prix,28.0,STR,27.295,
Abu Dhabi Grand Prix,28.0,RIC,26.585,
Abu Dhabi Grand Prix,28.0,OCO,28.748,
Abu Dhabi Grand Prix,28.0,GAS,32.032,
Abu Dhabi Grand Prix,28.0,ALB,41.56,
Abu Dhabi Grand Prix,28.0,HUL,37.886,
Abu Dhabi Grand Prix,28.0,SAR,43.966,
Abu Dhabi Grand Prix,28.0,ZHO,42.382,
Abu Dhabi Grand Prix,28.0,SAI,35.098,
Abu Dhabi Grand Prix,28.0,BOT,36.836,
Abu Dhabi Grand Prix,28.0,MAG,65.414,
Abu Dhabi Grand Prix,29.0,VER,0.0,
Abu Dhabi Grand Prix,29.0,LEC,6.438,
Abu Dhabi Grand Prix,29.0,RUS,8.377,
Abu Dhabi Grand Prix,29.0,PER,14.942,
Abu Dhabi Grand Prix,29.0,NOR,10.82,
Abu Dhabi Grand Prix,29.0,PIA,17.141,
Abu Dhabi Grand Prix,29.0,ALO,18.809,
Abu Dhabi Grand Prix,29.0,TSU,24.302,
Abu Dhabi Grand Prix,29.0,HAM,22.032,
Abu Dhabi Grand Prix,29.0,STR,27.714,
Abu Dhabi Grand Prix,29.0,RIC,28.709,
Abu Dhabi Grand Prix,29.0,OCO,30.069,
Abu Dhabi Grand Prix,29.0,GAS,33.178,
Abu Dhabi Grand Prix,29.0,ALB,42.965,
Abu Dhabi Grand Prix,29.0,HUL,40.471,
Abu Dhabi Grand Prix,29.0,SAR,45.476,
Abu Dhabi Grand Prix,29.0,ZHO,43.807,
Abu Dhabi Grand Prix,29.0,SAI,35.555,
Abu Dhabi Grand Prix,29.0,BOT,41.747,
Abu Dhabi Grand Prix,29.0,MAG,66.859,
Abu Dhabi Grand Prix,30.0,VER,0.0,
Abu Dhabi Grand Prix,30.0,LEC,6.6,
Abu Dhabi Grand Prix,30.0,RUS,8.951,
Abu Dhabi Grand Prix,30.0,PER,15.156,
Abu Dhabi Grand Prix,30.0,NOR,11.054,
Abu Dhabi Grand Prix,30.0,PIA,18.372,
Abu Dhabi Grand Prix,30.0,ALO,19.958,
Abu Dhabi Grand Prix,30.0,TSU,25.025,
Abu Dhabi Grand Prix,30.0,HAM,22.884,
Abu Dhabi Grand Prix,30.0,STR,28.184,
Abu Dhabi Grand Prix,30.0,RIC,30.121,
Abu Dhabi Grand Prix,30.0,OCO,31.317,
Abu Dhabi Grand Prix,30.0,GAS,34.304,
Abu Dhabi Grand Prix,30.0,ALB,44.29,
Abu Dhabi Grand Prix,30.0,HUL,41.872,
Abu Dhabi Grand Prix,30.0,SAR,46.852,
Abu Dhabi Grand Prix,30.0,ZHO,45.595,
Abu Dhabi Grand Prix,30.0,SAI,35.989,
Abu Dhabi Grand Prix,30.0,BOT,65.567,
Abu Dhabi Grand Prix,30.0,MAG,67.709,
Abu Dhabi Grand Prix,31.0,VER,0.0,
Abu Dhabi Grand Prix,31.0,LEC,7.005,
Abu Dhabi Grand Prix,31.0,RUS,9.204,
Abu Dhabi Grand Prix,31.0,PER,15.42,
Abu Dhabi Grand Prix,31.0,NOR,11.915,
Abu Dhabi Grand Prix,31.0,PIA,19.305,
Abu Dhabi Grand Prix,31.0,ALO,20.937,
Abu Dhabi Grand Prix,31.0,TSU,25.543,
Abu Dhabi Grand Prix,31.0,HAM,23.541,
Abu Dhabi Grand Prix,31.0,STR,28.741,
Abu Dhabi Grand Prix,31.0,RIC,33.456,
Abu Dhabi Grand Prix,31.0,OCO,32.487,
Abu Dhabi Grand Prix,31.0,GAS,35.394,
Abu Dhabi Grand Prix,31.0,ALB,45.696,
Abu Dhabi Grand Prix,31.0,HUL,43.316,
Abu Dhabi Grand Prix,31.0,SAR,48.35,
Abu Dhabi Grand Prix,31.0,ZHO,47.381,
Abu Dhabi Grand Prix,31.0,SAI,36.604,
Abu Dhabi Grand Prix,31.0,BOT,67.726,
Abu Dhabi Grand Prix,31.0,MAG,69.191,
Abu Dhabi Grand Prix,32.0,VER,0.0,
Abu Dhabi Grand Prix,32.0,LEC,7.72,
Abu Dhabi Grand Prix,32.0,RUS,9.796,
Abu Dhabi Grand Prix,32.0,PER,15.634,
Abu Dhabi Grand Prix,32.0,NOR,12.657,
Abu Dhabi Grand Prix,32.0,PIA,20.052,
Abu Dhabi Grand Prix,32.0,ALO,21.644,
Abu Dhabi Grand Prix,32.0,TSU,26.411,
Abu Dhabi Grand Prix,32.0,HAM,24.317,
Abu Dhabi Grand Prix,32.0,STR,29.472,
Abu Dhabi Grand Prix,32.0,RIC,54.414,
Abu Dhabi Grand Prix,32.0,OCO,33.63,
Abu Dhabi Grand Prix,32.0,GAS,38.857,
Abu Dhabi Grand Prix,32.0,ALB,46.946,
Abu Dhabi Grand Prix,32.0,HUL,45.061,
Abu Dhabi Grand Prix,32.0,SAR,50.38,
Abu Dhabi Grand Prix,32.0,ZHO,49.155,
Abu Dhabi Grand Prix,32.0,SAI,37.401,
Abu Dhabi Grand Prix,32.0,BOT,68.871,
Abu Dhabi Grand Prix,32.0,MAG,70.775,
Abu Dhabi Grand Prix,33.0,VER,0.0,
Abu Dhabi Grand Prix,33.0,LEC,8.276,
Abu Dhabi Grand Prix,33.0,RUS,10.252,
Abu Dhabi Grand Prix,33.0,PER,15.758,
Abu Dhabi Grand Prix,33.0,NOR,14.965,
Abu Dhabi Grand Prix,33.0,PIA,20.692,
Abu Dhabi Grand Prix,33.0,ALO,22.933,
Abu Dhabi Grand Prix,33.0,TSU,27.033,
Abu Dhabi Grand Prix,33.0,HAM,24.954,
Abu Dhabi Grand Prix,33.0,STR,30.463,
Abu Dhabi Grand Prix,33.0,RIC,54.626,
Abu Dhabi Grand Prix,33.0,OCO,34.737,
Abu Dhabi Grand Prix,33.0,GAS,61.021,
Abu Dhabi Grand Prix,33.0,ALB,48.256,
Abu Dhabi Grand Prix,33.0,HUL,48.379,
Abu Dhabi Grand Prix,33.0,SAR,52.121,
Abu Dhabi Grand Prix,33.0,ZHO,50.862,
Abu Dhabi Grand Prix,33.0,SAI,38.024,
Abu Dhabi Grand Prix,33.0,BOT,70.357,
Abu Dhabi Grand Prix,33.0,MAG,72.075,
Abu Dhabi Grand Prix,34.0,VER,0.0,
Abu Dhabi Grand Prix,34.0,LEC,8.646,
Abu Dhabi Grand Prix,34.0,RUS,12.137,
Abu Dhabi Grand Prix,34.0,PER,15.997,
Abu Dhabi Grand Prix,34.0,NOR,33.585,
Abu Dhabi Grand Prix,34.0,PIA,21.456,
Abu Dhabi Grand Prix,34.0,ALO,23.74,
Abu Dhabi Grand Prix,34.0,TSU,27.932,
Abu Dhabi Grand Prix,34.0,HAM,25.666,
Abu Dhabi Grand Prix,34.0,STR,31.307,
Abu Dhabi Grand Prix,34.0,RIC,55.133,
Abu Dhabi Grand Prix,34.0,OCO,35.693,
Abu Dhabi Grand Prix,34.0,GAS,61.095,
Abu Dhabi Grand Prix,34.0,ALB,49.205,
Abu Dhabi Grand Prix,34.0,HUL,69.5,
Abu Dhabi Grand Prix,34.0,SAR,53.813,
Abu Dhabi Grand Prix,34.0,ZHO,52.726,
Abu Dhabi Grand Prix,34.0,SAI,38.621,
Abu Dhabi Grand Prix,34.0,BOT,71.753,
Abu Dhabi Grand Prix,34.0,MAG,73.45,
Abu Dhabi Grand Prix,35.0,VER,0.0,
Abu Dhabi Grand Prix,35.0,LEC,10.941,
Abu Dhabi Grand Prix,35.0,RUS,32.318,
Abu Dhabi Grand Prix,35.0,PER,16.092,
Abu Dhabi Grand Prix,35.0,NOR,33.173,
Abu Dhabi Grand Prix,35.0,PIA,22.166,
Abu Dhabi Grand Prix,35.0,ALO,24.461,
Abu Dhabi Grand Prix,35.0,TSU,28.557,
Abu Dhabi Grand Prix,35.0,HAM,27.842,
Abu Dhabi Grand Prix,35.0,STR,32.061,
Abu Dhabi Grand Prix,35.0,RIC,55.799,
Abu Dhabi Grand Prix,35.0,OCO,37.019,
Abu Dhabi Grand Prix,35.0,GAS,60.963,
Abu Dhabi Grand Prix,35.0,ALB,50.044,
Abu Dhabi Grand Prix,35.0,HUL,70.85,
Abu Dhabi Grand Prix,35.0,SAR,55.21,
Abu Dhabi Grand Prix,35.0,ZHO,54.172,
Abu Dhabi Grand Prix,35.0,SAI,38.967,
Abu Dhabi Grand Prix,35.0,BOT,73.006,
Abu Dhabi Grand Prix,35.0,MAG,74.715,
Abu Dhabi Grand Prix,36.0,VER,0.0,
Abu Dhabi Grand Prix,36.0,LEC,30.859,
Abu Dhabi Grand Prix,36.0,RUS,32.103,
Abu Dhabi Grand Prix,36.0,PER,16.118,
Abu Dhabi Grand Prix,36.0,NOR,34.152,
Abu Dhabi Grand Prix,36.0,PIA,24.844,
Abu Dhabi Grand Prix,36.0,ALO,27.607,
Abu Dhabi Grand Prix,36.0,TSU,29.295,
Abu Dhabi Grand Prix,36.0,HAM,47.721,
Abu Dhabi Grand Prix,36.0,STR,33.645,
Abu Dhabi Grand Prix,36.0,RIC,57.428,
Abu Dhabi Grand Prix,36.0,OCO,38.739,
Abu Dhabi Grand Prix,36.0,GAS,61.412,
Abu Dhabi Grand Prix,36.0,ALB,51.483,
Abu Dhabi Grand Prix,36.0,HUL,71.639,
Abu Dhabi Grand Prix,36.0,SAR,57.048,
Abu Dhabi Grand Prix,36.0,ZHO,55.94,
Abu Dhabi Grand Prix,36.0,SAI,40.293,
Abu Dhabi Grand Prix,36.0,BOT,74.311,
Abu Dhabi Grand Prix,36.0,MAG,76.487,
Abu Dhabi Grand Prix,37.0,VER,0.0,
Abu Dhabi Grand Prix,37.0,LEC,30.984,
Abu Dhabi Grand Prix,37.0,RUS,32.136,
Abu Dhabi Grand Prix,37.0,PER,16.2,
Abu Dhabi Grand Prix,37.0,NOR,34.462,
Abu Dhabi Grand Prix,37.0,PIA,43.467,
Abu Dhabi Grand Prix,37.0,ALO,48.976,
Abu Dhabi Grand Prix,37.0,TSU,30.219,
Abu Dhabi Grand Prix,37.0,HAM,48.343,
Abu Dhabi Grand Prix,37.0,STR,35.486,
Abu Dhabi Grand Prix,37.0,RIC,60.486,
Abu Dhabi Grand Prix,37.0,OCO,40.136,
Abu Dhabi Grand Prix,37.0,GAS,62.512,
Abu Dhabi Grand Prix,37.0,ALB,52.986,
Abu Dhabi Grand Prix,37.0,HUL,72.476,
Abu Dhabi Grand Prix,37.0,SAR,59.918,
Abu Dhabi Grand Prix,37.0,ZHO,59.966,
Abu Dhabi Grand Prix,37.0,SAI,41.19,
Abu Dhabi Grand Prix,37.0,BOT,75.647,
Abu Dhabi Grand Prix,37.0,MAG,77.922,
Abu Dhabi Grand Prix,38.0,VER,0.0,
Abu Dhabi Grand Prix,38.0,LEC,30.647,
Abu Dhabi Grand Prix,38.0,RUS,32.306,
Abu Dhabi Grand Prix,38.0,PER,16.17,
Abu Dhabi Grand Prix,38.0,NOR,34.985,
Abu Dhabi Grand Prix,38.0,PIA,42.532,
Abu Dhabi Grand Prix,38.0,ALO,48.812,
Abu Dhabi Grand Prix,38.0,TSU,31.725,
Abu Dhabi Grand Prix,38.0,HAM,49.643,
Abu Dhabi Grand Prix,38.0,STR,36.816,
Abu Dhabi Grand Prix,38.0,RIC,62.421,
Abu Dhabi Grand Prix,38.0,OCO,41.201,
Abu Dhabi Grand Prix,38.0,GAS,63.537,
Abu Dhabi Grand Prix,38.0,ALB,54.151,
Abu Dhabi Grand Prix,38.0,HUL,72.865,
Abu Dhabi Grand Prix,38.0,SAR,62.076,
Abu Dhabi Grand Prix,38.0,ZHO,81.789,
Abu Dhabi Grand Prix,38.0,SAI,41.863,
Abu Dhabi Grand Prix,38.0,BOT,76.59,
Abu Dhabi Grand Prix,38.0,MAG,79.225,
Abu Dhabi Grand Prix,39.0,VER,0.0,
Abu Dhabi Grand Prix,39.0,LEC,30.557,
Abu Dhabi Grand Prix,39.0,RUS,32.651,
Abu Dhabi Grand Prix,39.0,PER,16.451,
Abu Dhabi Grand Prix,39.0,NOR,35.568,
Abu Dhabi Grand Prix,39.0,PIA,42.333,
Abu Dhabi Grand Prix,39.0,ALO,48.763,
Abu Dhabi Grand Prix,39.0,TSU,33.889,
Abu Dhabi Grand Prix,39.0,HAM,50.015,
Abu Dhabi Grand Prix,39.0,STR,38.272,
Abu Dhabi Grand Prix,39.0,RIC,63.64,
Abu Dhabi Grand Prix,39.0,OCO,44.447,
Abu Dhabi Grand Prix,39.0,GAS,65.485,
Abu Dhabi Grand Prix,39.0,ALB,55.799,
Abu Dhabi Grand Prix,39.0,HUL,74.107,
Abu Dhabi Grand Prix,39.0,SAR,65.216,
Abu Dhabi Grand Prix,39.0,ZHO,81.891,
Abu Dhabi Grand Prix,39.0,SAI,43.595,
Abu Dhabi Grand Prix,39.0,BOT,77.742,
Abu Dhabi Grand Prix,39.0,MAG,80.801,
Abu Dhabi Grand Prix,40.0,VER,0.0,
Abu Dhabi Grand Prix,40.0,LEC,30.05,
Abu Dhabi Grand Prix,40.0,RUS,32.281,
Abu Dhabi Grand Prix,40.0,PER,16.307,
Abu Dhabi Grand Prix,40.0,NOR,35.758,
Abu Dhabi Grand Prix,40.0,PIA,41.963,
Abu Dhabi Grand Prix,40.0,ALO,48.327,
Abu Dhabi Grand Prix,40.0,TSU,34.469,
Abu Dhabi Grand Prix,40.0,HAM,49.829,
Abu Dhabi Grand Prix,40.0,STR,39.318,
Abu Dhabi Grand Prix,40.0,RIC,63.428,
Abu Dhabi Grand Prix,40.0,OCO,45.841,
Abu Dhabi Grand Prix,40.0,GAS,66.291,
Abu Dhabi Grand Prix,40.0,ALB,57.077,
Abu Dhabi Grand Prix,40.0,HUL,75.175,
Abu Dhabi Grand Prix,40.0,SAR,67.917,
Abu Dhabi Grand Prix,40.0,ZHO,81.919,
Abu Dhabi Grand Prix,40.0,SAI,44.177,
Abu Dhabi Grand Prix,40.0,BOT,79.034,
Abu Dhabi Grand Prix,40.0,MAG,83.185,
Abu Dhabi Grand Prix,41.0,VER,0.0,
Abu Dhabi Grand Prix,41.0,LEC,29.513,
Abu Dhabi Grand Prix,41.0,RUS,31.89,
Abu Dhabi Grand Prix,41.0,PER,16.499,
Abu Dhabi Grand Prix,41.0,NOR,35.819,
Abu Dhabi Grand Prix,41.0,PIA,41.722,
Abu Dhabi Grand Prix,41.0,ALO,48.134,
Abu Dhabi Grand Prix,41.0,TSU,34.977,
Abu Dhabi Grand Prix,41.0,HAM,49.636,
Abu Dhabi Grand Prix,41.0,STR,40.306,
Abu Dhabi Grand Prix,41.0,RIC,63.263,
Abu Dhabi Grand Prix,41.0,OCO,47.09,
Abu Dhabi Grand Prix,41.0,GAS,66.909,
Abu Dhabi Grand Prix,41.0,ALB,58.384,
Abu Dhabi Grand Prix,41.0,HUL,76.065,
Abu Dhabi Grand Prix,41.0,SAR,71.61,
Abu Dhabi Grand Prix,41.0,ZHO,82.318,
Abu Dhabi Grand Prix,41.0,SAI,44.669,
Abu Dhabi Grand Prix,41.0,BOT,80.192,
Abu Dhabi Grand Prix,41.0,MAG,84.662,
Abu Dhabi Grand Prix,42.0,VER,0.0,
Abu Dhabi Grand Prix,42.0,LEC,28.708,
Abu Dhabi Grand Prix,42.0,RUS,31.6,
Abu Dhabi Grand Prix,42.0,PER,18.375,
Abu Dhabi Grand Prix,42.0,NOR,35.259,
Abu Dhabi Grand Prix,42.0,PIA,41.618,
Abu Dhabi Grand Prix,42.0,ALO,47.308,
Abu Dhabi Grand Prix,42.0,TSU,36.244,
Abu Dhabi Grand Prix,42.0,HAM,49.347,
Abu Dhabi Grand Prix,42.0,STR,42.864,
Abu Dhabi Grand Prix,42.0,RIC,62.762,
Abu Dhabi Grand Prix,42.0,OCO,48.75,
Abu Dhabi Grand Prix,42.0,GAS,67.058,
Abu Dhabi Grand Prix,42.0,ALB,59.657,
Abu Dhabi Grand Prix,42.0,HUL,76.379,
Abu Dhabi Grand Prix,42.0,SAR,92.555,
Abu Dhabi Grand Prix,42.0,ZHO,82.208,
Abu Dhabi Grand Prix,42.0,SAI,45.039,
Abu Dhabi Grand Prix,42.0,BOT,80.973,
Abu Dhabi Grand Prix,42.0,MAG,85.936,
Abu Dhabi Grand Prix,43.0,VER,0.0,
Abu Dhabi Grand Prix,43.0,LEC,25.528,
Abu Dhabi Grand Prix,43.0,RUS,28.733,
Abu Dhabi Grand Prix,43.0,PER,35.063,
Abu Dhabi Grand Prix,43.0,NOR,32.716,
Abu Dhabi Grand Prix,43.0,PIA,38.559,
Abu Dhabi Grand Prix,43.0,ALO,44.686,
Abu Dhabi Grand Prix,43.0,TSU,34.512,
Abu Dhabi Grand Prix,43.0,HAM,46.667,
Abu Dhabi Grand Prix,43.0,STR,59.713,
Abu Dhabi Grand Prix,43.0,RIC,61.426,
Abu Dhabi Grand Prix,43.0,OCO,48.44,
Abu Dhabi Grand Prix,43.0,GAS,65.384,
Abu Dhabi Grand Prix,43.0,ALB,60.441,
Abu Dhabi Grand Prix,43.0,HUL,74.473,
Abu Dhabi Grand Prix,43.0,SAR,89.744,
Abu Dhabi Grand Prix,43.0,ZHO,79.563,
Abu Dhabi Grand Prix,43.0,SAI,43.26,
Abu Dhabi Grand Prix,43.0,BOT,81.0,
Abu Dhabi Grand Prix,43.0,MAG,84.602,
Abu Dhabi Grand Prix,44.0,VER,0.0,
Abu Dhabi Grand Prix,44.0,LEC,5.557,
Abu Dhabi Grand Prix,44.0,RUS,8.923,
Abu Dhabi Grand Prix,44.0,PER,14.386,
Abu Dhabi Grand Prix,44.0,NOR,13.085,
Abu Dhabi Grand Prix,44.0,PIA,18.878,
Abu Dhabi Grand Prix,44.0,ALO,25.502,
Abu Dhabi Grand Prix,44.0,TSU,16.074,
Abu Dhabi Grand Prix,44.0,HAM,27.487,
Abu Dhabi Grand Prix,44.0,STR,39.593,
Abu Dhabi Grand Prix,44.0,RIC,42.074,
Abu Dhabi Grand Prix,44.0,OCO,30.701,
Abu Dhabi Grand Prix,44.0,GAS,46.984,
Abu Dhabi Grand Prix,44.0,ALB,61.656,
Abu Dhabi Grand Prix,44.0,HUL,55.845,
Abu Dhabi Grand Prix,44.0,SAR,70.219,
Abu Dhabi Grand Prix,44.0,ZHO,60.476,
Abu Dhabi Grand Prix,44.0,SAI,24.899,
Abu Dhabi Grand Prix,44.0,BOT,62.829,
Abu Dhabi Grand Prix,44.0,MAG,66.516,
Abu Dhabi Grand Prix,45.0,VER,0.0,
Abu Dhabi Grand Prix,45.0,LEC,6.959,
Abu Dhabi Grand Prix,45.0,RUS,10.117,
Abu Dhabi Grand Prix,45.0,PER,15.23,
Abu Dhabi Grand Prix,45.0,NOR,14.256,
Abu Dhabi Grand Prix,45.0,PIA,20.034,
Abu Dhabi Grand Prix,45.0,ALO,28.686,
Abu Dhabi Grand Prix,45.0,TSU,18.396,
Abu Dhabi Grand Prix,45.0,HAM,29.517,
Abu Dhabi Grand Prix,45.0,STR,40.777,
Abu Dhabi Grand Prix,45.0,RIC,43.786,
Abu Dhabi Grand Prix,45.0,OCO,33.871,
Abu Dhabi Grand Prix,45.0,GAS,49.494,
Abu Dhabi Grand Prix,45.0,ALB,62.508,
Abu Dhabi Grand Prix,45.0,HUL,58.352,
Abu Dhabi Grand Prix,45.0,SAR,72.017,
Abu Dhabi Grand Prix,45.0,ZHO,63.373,
Abu Dhabi Grand Prix,45.0,SAI,28.038,
Abu Dhabi Grand Prix,45.0,BOT,66.331,
Abu Dhabi Grand Prix,45.0,MAG,69.633,
Abu Dhabi Grand Prix,46.0,VER,0.0,
Abu Dhabi Grand Prix,46.0,LEC,7.503,
Abu Dhabi Grand Prix,46.0,RUS,10.407,
Abu Dhabi Grand Prix,46.0,PER,15.242,
Abu Dhabi Grand Prix,46.0,NOR,14.541,
Abu Dhabi Grand Prix,46.0,PIA,20.938,
Abu Dhabi Grand Prix,46.0,ALO,29.338,
Abu Dhabi Grand Prix,46.0,TSU,19.904,
Abu Dhabi Grand Prix,46.0,HAM,31.344,
Abu Dhabi Grand Prix,46.0,STR,41.114,
Abu Dhabi Grand Prix,46.0,RIC,44.592,
Abu Dhabi Grand Prix,46.0,OCO,36.082,
Abu Dhabi Grand Prix,46.0,GAS,51.02,
Abu Dhabi Grand Prix,46.0,ALB,63.3,
Abu Dhabi Grand Prix,46.0,HUL,59.906,
Abu Dhabi Grand Prix,46.0,SAR,73.033,
Abu Dhabi Grand Prix,46.0,ZHO,64.795,
Abu Dhabi Grand Prix,46.0,SAI,30.848,
Abu Dhabi Grand Prix,46.0,BOT,68.427,
Abu Dhabi Grand Prix,46.0,MAG,71.665,
Abu Dhabi Grand Prix,47.0,VER,0.0,
Abu Dhabi Grand Prix,47.0,LEC,7.762,
Abu Dhabi Grand Prix,47.0,RUS,10.706,
Abu Dhabi Grand Prix,47.0,PER,15.681,
Abu Dhabi Grand Prix,47.0,NOR,15.147,
Abu Dhabi Grand Prix,47.0,PIA,22.242,
Abu Dhabi Grand Prix,47.0,ALO,30.001,
Abu Dhabi Grand Prix,47.0,TSU,21.277,
Abu Dhabi Grand Prix,47.0,HAM,32.91,
Abu Dhabi Grand Prix,47.0,STR,41.687,
Abu Dhabi Grand Prix,47.0,RIC,45.201,
Abu Dhabi Grand Prix,47.0,OCO,38.297,
Abu Dhabi Grand Prix,47.0,GAS,52.784,
Abu Dhabi Grand Prix,47.0,ALB,64.078,
Abu Dhabi Grand Prix,47.0,HUL,61.979,
Abu Dhabi Grand Prix,47.0,SAR,74.529,
Abu Dhabi Grand Prix,47.0,ZHO,66.242,
Abu Dhabi Grand Prix,47.0,SAI,33.988,
Abu Dhabi Grand Prix,47.0,BOT,70.913,
Abu Dhabi Grand Prix,47.0,MAG,75.626,
Abu Dhabi Grand Prix,48.0,VER,0.0,
Abu Dhabi Grand Prix,48.0,LEC,8.213,
Abu Dhabi Grand Prix,48.0,RUS,11.268,
Abu Dhabi Grand Prix,48.0,PER,15.683,
Abu Dhabi Grand Prix,48.0,NOR,16.942,
Abu Dhabi Grand Prix,48.0,PIA,23.335,
Abu Dhabi Grand Prix,48.0,ALO,30.625,
Abu Dhabi Grand Prix,48.0,TSU,24.241,
Abu Dhabi Grand Prix,48.0,HAM,33.756,
Abu Dhabi Grand Prix,48.0,STR,42.358,
Abu Dhabi Grand Prix,48.0,RIC,45.935,
Abu Dhabi Grand Prix,48.0,OCO,40.688,
Abu Dhabi Grand Prix,48.0,GAS,54.321,
Abu Dhabi Grand Prix,48.0,ALB,65.03,
Abu Dhabi Grand Prix,48.0,HUL,64.132,
